id,temp,x,y,z
0,953.32015224052,0,0.00478,0
0.089268292682927,987.07221450703,0,0.094048292682927,0
0.17853658536585,1065.8297461142,0,0.18331658536585,0
0.26780487804878,1145.9880373896,0,0.27258487804878,0
0.35707317073171,1225.254354878,0,0.36185317073171,0
0.44634146341463,1238.7412479815,0,0.45112146341463,0
0.53560975609756,1245.4235034002,0,0.54038975609756,0
0.62487804878049,1252.0639742104,0,0.62965804878049,0
0.71414634146341,1258.5270744564,0,0.71892634146341,0
0.80341463414634,1257.9834606842,0,0.80819463414634,0
0.89268292682927,1255.7715189898,0,0.89746292682927,0
0.9819512195122,1253.2454479463,0,0.9867312195122,0
1.0712195121951,1250.6991118248,0,1.0759995121951,0
1.160487804878,1248.8590173925,0,1.165267804878,0
1.249756097561,1247.5264010771,0,1.254536097561,0
1.3390243902439,1246.094875725,0,1.3438043902439,0
1.4282926829268,1244.7808065611,0,1.4330726829268,0
1.5175609756098,1244.2443819434,0,1.5223409756098,0
1.6068292682927,1244.5848629608,0,1.6116092682927,0
1.6960975609756,1244.8541193516,0,1.7008775609756,0
1.7853658536585,1245.035211231,0,1.7901458536585,0
1.8746341463415,1245.845986393,0,1.8794141463415,0
1.9639024390244,1247.1388652717,0,1.9686824390244,0
2.0531707317073,1248.6071653933,0,2.0579507317073,0
2.1424390243902,1249.9568537297,0,2.1472190243902,0
2.2317073170732,1252.2552594972,0,2.2364873170732,0
2.3209756097561,1255.4936143205,0,2.3257556097561,0
2.410243902439,1258.7534915608,0,2.415023902439,0
2.499512195122,1262.0349629434,0,2.504292195122,0
2.5887804878049,1265.6074563626,0,2.5935604878049,0
2.6780487804878,1269.589961818,0,2.6828287804878,0
2.7673170731707,1273.5019876872,0,2.7720970731707,0
2.8565853658537,1277.4016833978,0,2.8613653658537,0
2.9458536585366,1278.4886104157,0,2.9506336585366,0
3.0351219512195,1270.605501977,0,3.0399019512195,0
3.1243902439024,1262.6462704392,0,3.1291702439024,0
3.2136585365854,1254.512608515,0,3.2184385365854,0
3.3029268292683,1235.2064326789,0,3.3077068292683,0
3.3921951219512,1150.3261999764,0,3.3969751219512,0
3.4814634146341,1064.9614784017,0,3.4862434146341,0
3.5707317073171,991.94220380232,0,3.5755117073171,0
3.66,942.45186208221,0,3.66478,0
