Point ID,Points_0,Points_1,Points_2,Points_Magnitude,arc_length,buavg,burnup,conductivity_temp,contact_pressure,coolant_channel_htc,coolant_temperature,creep_strain_x_0,creep_strain_x_1,creep_strain_x_Magnitude,creep_strain_yy,creep_strain_zz,critical_heat_flux,disp__0,disp__1,disp__Magnitude,dnbr,effective_creep_strain,fast_neutron_fluence,fast_neutron_flux,fission_rate,gap_cond,grain_radius,hydrostatic_stress,ids,nodal_area_pellet_clad_mechanica,object_id,output_heat_flux,oxide_thickness,paired_k_temp,paired_temp,penetration,qpoint_penetration,residual_disp__0,residual_disp__1,residual_disp__Magnitude,residual_temp,rod_burnup,rpf,strain_xx,strain_yy,strain_zz,stress_xx,stress_yy,stress_zz,temp,vonmises_stress,vtkValidPointMask
258,0.00475,1.0293,0,1.02931,1.0293,0,0,16,0,31924.6,569.501,-0.00232112,-7.81299e-06,0.00232113,0.0022637,5.7413e-05,4.61793e+06,5.27763e-07,0.00968325,0.00968325,6.3833,0.0101905,6.74654e+25,5.93025e+17,0,0,0,0,256,0,1,723440,9.21056e-06,0,0,0,0,-5.52169e-06,-4.35748e-06,7.03397e-06,-1.30096e-09,0,0,-0.00435754,0.0104944,0.000160575,-1.73511e+07,8.80779e+07,1.06086e+08,589.878,1.15493e+08,1
259,0.00475,1.03329,0,1.0333,1.03329,0,0,16,0,31924.6,569.501,-0.00232112,-7.81299e-06,0.00232113,0.0022637,5.7413e-05,4.61793e+06,4.06806e-07,0.00972489,0.00972489,6.3833,0.0101905,6.74642e+25,5.92883e+17,0,0,0,0,256,0,1,723440,9.21056e-06,0,0,0,0,-2.58412e-06,-5.19139e-06,5.79898e-06,-1.22037e-09,0,0,-0.00435754,0.0104944,0.000160575,-1.73511e+07,8.80779e+07,1.06086e+08,589.913,1.15493e+08,1
260,0.00475,1.03728,0,1.03729,1.03728,0,0,16,0,31924.6,569.501,-0.00232112,-7.81299e-06,0.00232113,0.0022637,5.7413e-05,4.61793e+06,2.224e-07,0.00976652,0.00976652,6.3833,0.0101905,6.74614e+25,5.92752e+17,0,0,0,0,256,0,1,723440,9.21056e-06,0,0,0,0,4.15131e-06,-6.4684e-06,7.68593e-06,-4.34394e-10,0,0,-0.00435754,0.0104944,0.000160575,-1.73511e+07,8.80779e+07,1.06086e+08,589.949,1.15493e+08,1
261,0.00475,1.04127,0,1.04128,1.04127,0,0,16,0,31912.8,569.73,-0.00230578,-4.41461e-06,0.00230579,0.00224935,5.64277e-05,4.60864e+06,4.1868e-07,0.00980812,0.00980812,6.37553,0.0101892,6.74581e+25,5.92623e+17,0,0,0,0,260,0,1,722864,9.26968e-06,0,0,0,0,1.87147e-06,-5.15602e-07,1.94119e-06,7.37808e-10,0,0,-0.00433564,0.0104747,0.000155483,-1.73549e+07,8.74862e+07,1.05467e+08,589.991,1.14894e+08,1
262,0.00475,1.04526,0,1.04527,1.04526,0,0,16,0,31912.8,569.73,-0.00230578,-4.41461e-06,0.00230579,0.00224935,5.64277e-05,4.60864e+06,6.45644e-07,0.00984971,0.00984971,6.37553,0.0101892,6.74552e+25,5.92492e+17,0,0,0,0,260,0,1,722864,9.26968e-06,0,0,0,0,-4.26514e-06,6.94002e-06,8.14587e-06,1.45462e-09,0,0,-0.00433564,0.0104747,0.000155483,-1.73549e+07,8.74862e+07,1.05467e+08,590.038,1.14894e+08,1
263,0.00475,1.04925,0,1.04926,1.04925,0,0,16,0,31912.8,569.73,-0.00230578,-4.41461e-06,0.00230579,0.00224935,5.64277e-05,4.60864e+06,6.61283e-07,0.00989129,0.00989129,6.37553,0.0101892,6.74523e+25,5.92361e+17,0,0,0,0,260,0,1,722864,9.26968e-06,0,0,0,0,-8.27341e-06,1.16342e-05,1.4276e-05,1.68328e-09,0,0,-0.00433564,0.0104747,0.000155483,-1.73549e+07,8.74862e+07,1.05467e+08,590.085,1.14894e+08,1
264,0.00475,1.05324,0,1.05325,1.05324,0,0,16,0,31912.8,569.73,-0.00230578,-4.41461e-06,0.00230579,0.00224935,5.64277e-05,4.60864e+06,4.6409e-07,0.00993285,0.00993285,6.37553,0.0101892,6.74495e+25,5.9223e+17,0,0,0,0,260,0,1,722864,9.26968e-06,0,0,0,0,-1.02338e-05,1.32136e-05,1.67132e-05,1.4281e-09,0,0,-0.00433564,0.0104747,0.000155483,-1.73549e+07,8.74862e+07,1.05467e+08,590.118,1.14894e+08,1
265,0.00475,1.05723,0,1.05724,1.05723,0,0,16,0,31912.8,569.73,-0.00230578,-4.41461e-06,0.00230579,0.00224935,5.64277e-05,4.60864e+06,5.60007e-08,0.0099744,0.0099744,6.37553,0.0101892,6.74466e+25,5.92099e+17,0,0,0,0,260,0,1,722864,9.26968e-06,0,0,0,0,-1.0124e-05,1.23759e-05,1.59893e-05,6.5163e-10,0,0,-0.00433564,0.0104747,0.000155483,-1.73549e+07,8.74862e+07,1.05467e+08,590.153,1.14894e+08,1
266,0.00475,1.06122,0,1.06123,1.06122,0,0,16,0,31918.4,569.96,-0.00229151,1.64195e-06,0.00229151,0.00223503,5.64792e-05,4.59935e+06,2.32276e-07,0.0100159,0.0100159,6.37025,0.0101879,6.74437e+25,5.91968e+17,0,0,0,0,264,0,1,722005,9.28485e-06,0,0,0,0,-5.1776e-06,8.14849e-06,9.65429e-06,2.56619e-10,0,0,-0.00431465,0.0104547,0.000151277,-1.7363e+07,8.68842e+07,1.04826e+08,590.189,1.14281e+08,1
267,0.00475,1.06521,0,1.06522,1.06521,0,0,16,0,31918.4,569.96,-0.00229151,1.64195e-06,0.00229151,0.00223503,5.64792e-05,4.59935e+06,5.70903e-07,0.0100574,0.0100574,6.37025,0.0101879,6.74408e+25,5.91837e+17,0,0,0,0,264,0,1,722005,9.28485e-06,0,0,0,0,-4.02715e-07,4.69645e-06,4.71368e-06,2.08939e-10,0,0,-0.00431465,0.0104547,0.000151277,-1.7363e+07,8.68842e+07,1.04826e+08,590.231,1.14281e+08,1
268,0.00475,1.0692,0,1.06921,1.0692,0,0,16,0,31918.4,569.96,-0.00229151,1.64195e-06,0.00229151,0.00223503,5.64792e-05,4.59935e+06,6.78067e-07,0.0100989,0.0100989,6.37025,0.0101879,6.74379e+25,5.91706e+17,0,0,0,0,264,0,1,722005,9.28485e-06,0,0,0,0,2.14442e-06,3.19534e-06,3.84821e-06,1.46002e-10,0,0,-0.00431465,0.0104547,0.000151277,-1.7363e+07,8.68842e+07,1.04826e+08,590.277,1.14281e+08,1
269,0.00475,1.07319,0,1.0732,1.07319,0,0,16,0,31918.4,569.96,-0.00229151,1.64195e-06,0.00229151,0.00223503,5.64792e-05,4.59935e+06,5.52094e-07,0.0101404,0.0101404,6.37025,0.0101879,6.7435e+25,5.91575e+17,0,0,0,0,264,0,1,722005,9.28485e-06,0,0,0,0,2.46591e-06,3.71877e-06,4.46206e-06,6.56673e-11,0,0,-0.00431465,0.0104547,0.000151277,-1.7363e+07,8.68842e+07,1.04826e+08,590.312,1.14281e+08,1
270,0.00475,1.07718,0,1.07719,1.07718,0,0,16,0,31918.4,569.96,-0.00229151,1.64195e-06,0.00229151,0.00223503,5.64792e-05,4.59935e+06,1.95084e-07,0.0101819,0.0101819,6.37025,0.0101879,6.74321e+25,5.91444e+17,0,0,0,0,264,0,1,722005,9.28485e-06,0,0,0,0,6.06583e-07,6.47205e-06,6.50041e-06,-2.27985e-11,0,0,-0.00431465,0.0104547,0.000151277,-1.7363e+07,8.68842e+07,1.04826e+08,590.356,1.14281e+08,1
271,0.00475,1.08117,0,1.08118,1.08117,0,0,16,0,31923.7,570.188,-0.00229037,4.23789e-06,0.00229037,0.00221843,7.19324e-05,4.59007e+06,2.82587e-07,0.0102233,0.0102233,6.36391,0.0101998,6.74292e+25,5.91312e+17,0,0,0,0,268,0,1,721266,9.30064e-06,0,0,0,0,-5.42665e-07,8.67949e-09,5.42734e-07,6.08136e-11,0,0,-0.00430797,0.0104319,0.000162726,-1.75041e+07,8.61866e+07,1.04134e+08,590.393,1.13734e+08,1
272,0.00475,1.08515,0,1.08517,1.08515,0,0,16,0,31923.7,570.188,-0.00229037,4.23789e-06,0.00229037,0.00221843,7.19324e-05,4.59007e+06,5.40843e-07,0.0102648,0.0102648,6.36391,0.0101998,6.74263e+25,5.91181e+17,0,0,0,0,268,0,1,721266,9.30064e-06,0,0,0,0,-4.85509e-07,-6.91039e-06,6.92743e-06,2.2693e-10,0,0,-0.00430797,0.0104319,0.000162726,-1.75041e+07,8.61866e+07,1.04134e+08,590.432,1.13734e+08,1
273,0.00475,1.08914,0,1.08915,1.08914,0,0,16,0,31923.7,570.188,-0.00229037,4.23789e-06,0.00229037,0.00221843,7.19324e-05,4.59007e+06,6.5145e-07,0.0103062,0.0103062,6.36391,0.0101998,6.74235e+25,5.9105e+17,0,0,0,0,268,0,1,721266,9.30064e-06,0,0,0,0,-2.6103e-07,-8.08146e-06,8.08568e-06,3.87719e-10,0,0,-0.00430797,0.0104319,0.000162726,-1.75041e+07,8.61866e+07,1.04134e+08,590.476,1.13734e+08,1
274,0.00475,1.09313,0,1.09314,1.09313,0,0,16,0,31923.7,570.188,-0.00229037,4.23789e-06,0.00229037,0.00221843,7.19324e-05,4.59007e+06,6.13347e-07,0.0103476,0.0103476,6.36391,0.0101998,6.74206e+25,5.90919e+17,0,0,0,0,268,0,1,721266,9.30064e-06,0,0,0,0,1.22986e-07,-3.42963e-06,3.43183e-06,5.51131e-10,0,0,-0.00430797,0.0104319,0.000162726,-1.75041e+07,8.61866e+07,1.04134e+08,590.516,1.13734e+08,1
275,0.00475,1.09712,0,1.09713,1.09712,0,0,16,0,31923.7,570.188,-0.00229037,4.23789e-06,0.00229037,0.00221843,7.19324e-05,4.59007e+06,4.27849e-07,0.0103889,0.0103889,6.36391,0.0101998,6.74177e+25,5.90788e+17,0,0,0,0,268,0,1,721266,9.30064e-06,0,0,0,0,6.79315e-07,6.94973e-06,6.98285e-06,7.14715e-10,0,0,-0.00430797,0.0104319,0.000162726,-1.75041e+07,8.61866e+07,1.04134e+08,590.565,1.13734e+08,1
276,0.00475,1.10111,0,1.10112,1.10111,0,0,16,0,31911.4,570.417,-0.00235267,2.13489e-06,0.00235267,0.00227179,8.08797e-05,4.58081e+06,4.34745e-07,0.0104305,0.0104305,6.3536,0.0102676,6.74148e+25,5.90657e+17,0,0,0,0,272,0,1,720978,9.36061e-06,0,0,0,0,1.16405e-06,1.49932e-05,1.50383e-05,4.19063e-10,0,0,-0.00436273,0.0104832,0.000171698,-1.71046e+07,8.61547e+07,1.041e+08,590.607,1.13305e+08,1
277,0.00475,1.1051,0,1.10511,1.1051,0,0,16,0,31911.4,570.417,-0.00235267,2.13489e-06,0.00235267,0.00227179,8.08797e-05,4.58081e+06,5.39154e-07,0.010472,0.010472,6.3536,0.0102676,6.74119e+25,5.90526e+17,0,0,0,0,272,0,1,720978,9.36061e-06,0,0,0,0,1.38157e-06,1.71369e-05,1.71925e-05,4.79311e-11,0,0,-0.00436273,0.0104832,0.000171698,-1.71046e+07,8.61547e+07,1.041e+08,590.648,1.13305e+08,1
278,0.00475,1.10909,0,1.1091,1.10909,0,0,16,0,31911.4,570.417,-0.00235267,2.13489e-06,0.00235267,0.00227179,8.08797e-05,4.58081e+06,5.89184e-07,0.0105136,0.0105136,6.3536,0.0102676,6.7409e+25,5.90395e+17,0,0,0,0,272,0,1,720978,9.36061e-06,0,0,0,0,1.3894e-06,1.58948e-05,1.59554e-05,-1.41686e-10,0,0,-0.00436273,0.0104832,0.000171698,-1.71046e+07,8.61547e+07,1.041e+08,590.691,1.13305e+08,1
279,0.00475,1.11308,0,1.11309,1.11308,0,0,16,0,31911.4,570.417,-0.00235267,2.13489e-06,0.00235267,0.00227179,8.08797e-05,4.58081e+06,5.84437e-07,0.0105553,0.0105553,6.3536,0.0102676,6.74061e+25,5.90264e+17,0,0,0,0,272,0,1,720978,9.36061e-06,0,0,0,0,1.18784e-06,1.1356e-05,1.14179e-05,-1.46171e-10,0,0,-0.00436273,0.0104832,0.000171698,-1.71046e+07,8.61547e+07,1.041e+08,590.733,1.13305e+08,1
280,0.00475,1.11707,0,1.11708,1.11707,0,0,16,0,31911.4,570.417,-0.00235267,2.13489e-06,0.00235267,0.00227179,8.08797e-05,4.58081e+06,5.25405e-07,0.0105969,0.0105969,6.3536,0.0102676,6.74032e+25,5.90133e+17,0,0,0,0,272,0,1,720978,9.36061e-06,0,0,0,0,7.77928e-07,3.41228e-06,3.49983e-06,2.94169e-11,0,0,-0.00436273,0.0104832,0.000171698,-1.71046e+07,8.61547e+07,1.041e+08,590.779,1.13305e+08,1
281,0.00475,1.12106,0,1.12107,1.12106,0,0,16,0,31900.2,570.644,-0.00235953,-2.17333e-06,0.00235953,0.00226475,9.47832e-05,4.57155e+06,5.74143e-07,0.0106385,0.0106385,6.34234,0.0102843,6.74004e+25,5.90002e+17,0,0,0,0,276,0,1,720799,9.4177e-06,0,0,0,0,3.00746e-06,6.68783e-06,7.33293e-06,2.44505e-10,0,0,-0.00436543,0.0104713,0.000182577,-1.7307e+07,8.55513e+07,1.03483e+08,590.822,1.12899e+08,1
282,0.00475,1.12505,0,1.12506,1.12505,0,0,16,0,31900.2,570.644,-0.00235953,-2.17333e-06,0.00235953,0.00226475,9.47832e-05,4.57155e+06,6.40153e-07,0.01068,0.01068,6.34234,0.0102843,6.73975e+25,5.89871e+17,0,0,0,0,276,0,1,720799,9.4177e-06,0,0,0,0,5.46233e-06,1.22684e-05,1.34295e-05,2.88882e-10,0,0,-0.00436543,0.0104713,0.000182577,-1.7307e+07,8.55513e+07,1.03483e+08,590.864,1.12899e+08,1
283,0.00475,1.12904,0,1.12905,1.12904,0,0,16,0,31900.2,570.644,-0.00235953,-2.17333e-06,0.00235953,0.00226475,9.47832e-05,4.57155e+06,6.4175e-07,0.0107216,0.0107216,6.34234,0.0102843,6.73946e+25,5.89739e+17,0,0,0,0,276,0,1,720799,9.4177e-06,0,0,0,0,6.54793e-06,1.26412e-05,1.42364e-05,1.77347e-10,0,0,-0.00436543,0.0104713,0.000182577,-1.7307e+07,8.55513e+07,1.03483e+08,590.908,1.12899e+08,1
284,0.00475,1.13303,0,1.13304,1.13303,0,0,16,0,31900.2,570.644,-0.00235953,-2.17333e-06,0.00235953,0.00226475,9.47832e-05,4.57155e+06,5.78473e-07,0.0107631,0.0107631,6.34234,0.0102843,6.73917e+25,5.89608e+17,0,0,0,0,276,0,1,720799,9.4177e-06,0,0,0,0,6.26897e-06,7.67538e-06,9.91017e-06,-9.1471e-11,0,0,-0.00436543,0.0104713,0.000182577,-1.7307e+07,8.55513e+07,1.03483e+08,590.95,1.12899e+08,1
285,0.00475,1.13702,0,1.13703,1.13702,0,0,16,0,31900.2,570.644,-0.00235953,-2.17333e-06,0.00235953,0.00226475,9.47832e-05,4.57155e+06,4.50905e-07,0.0108047,0.0108047,6.34234,0.0102843,6.73888e+25,5.89477e+17,0,0,0,0,276,0,1,720799,9.4177e-06,0,0,0,0,4.62089e-06,-2.6344e-06,5.31909e-06,-5.22462e-10,0,0,-0.00436543,0.0104713,0.000182577,-1.7307e+07,8.55513e+07,1.03483e+08,590.996,1.12899e+08,1
286,0.00475,1.14101,0,1.14102,1.14101,0,0,16,0,31890,570.872,-0.00235722,-3.97714e-06,0.00235722,0.00225758,9.964e-05,4.56231e+06,5.84164e-07,0.0108462,0.0108462,6.33035,0.0102931,6.73859e+25,5.89346e+17,0,0,0,0,280,0,1,720703,9.47259e-06,0,0,0,0,4.42545e-07,5.22909e-06,5.24779e-06,2.9408e-10,0,0,-0.00435848,0.0104611,0.000185831,-1.73168e+07,8.52274e+07,1.03113e+08,591.038,1.1256e+08,1
287,0.00475,1.145,0,1.14501,1.145,0,0,16,0,31890,570.872,-0.00235722,-3.97714e-06,0.00235722,0.00225758,9.964e-05,4.56231e+06,7.40265e-07,0.0108877,0.0108877,6.33035,0.0102931,6.7383e+25,5.89215e+17,0,0,0,0,280,0,1,720703,9.47259e-06,0,0,0,0,-3.65289e-06,1.58371e-05,1.62529e-05,1.23849e-09,0,0,-0.00435848,0.0104611,0.000185831,-1.73168e+07,8.52274e+07,1.03113e+08,591.081,1.1256e+08,1
288,0.00475,1.14899,0,1.149,1.14899,0,0,16,0,31890,570.872,-0.00235722,-3.97714e-06,0.00235722,0.00225758,9.964e-05,4.56231e+06,7.43691e-07,0.0109293,0.0109293,6.33035,0.0102931,6.73801e+25,5.89084e+17,0,0,0,0,280,0,1,720703,9.47259e-06,0,0,0,0,-6.70539e-06,1.66118e-05,1.79141e-05,1.53795e-09,0,0,-0.00435848,0.0104611,0.000185831,-1.73168e+07,8.52274e+07,1.03113e+08,591.126,1.1256e+08,1
289,0.00475,1.15298,0,1.15299,1.15298,0,0,16,0,31890,570.872,-0.00235722,-3.97714e-06,0.00235722,0.00225758,9.964e-05,4.56231e+06,5.93341e-07,0.0109708,0.0109708,6.33035,0.0102931,6.73773e+25,5.88953e+17,0,0,0,0,280,0,1,720703,9.47259e-06,0,0,0,0,-8.77852e-06,6.52944e-06,1.09406e-05,1.20616e-09,0,0,-0.00435848,0.0104611,0.000185831,-1.73168e+07,8.52274e+07,1.03113e+08,591.164,1.1256e+08,1
290,0.00475,1.15697,0,1.15698,1.15697,0,0,16,0,31890,570.872,-0.00235722,-3.97714e-06,0.00235722,0.00225758,9.964e-05,4.56231e+06,2.90633e-07,0.0110123,0.0110123,6.33035,0.0102931,6.73744e+25,5.88822e+17,0,0,0,0,280,0,1,720703,9.47259e-06,0,0,0,0,-9.83258e-06,-1.34564e-05,1.6666e-05,2.34857e-10,0,0,-0.00435848,0.0104611,0.000185831,-1.73168e+07,8.52274e+07,1.03113e+08,591.206,1.1256e+08,1
291,0.00475,1.16096,0,1.16097,1.16096,0,0,16,0,31903.2,571.099,-0.00235628,-8.53982e-07,0.00235628,0.00225019,0.000106094,4.55305e+06,4.8475e-07,0.0110538,0.0110538,6.32165,0.0103053,6.73715e+25,5.88691e+17,0,0,0,0,284,0,1,720232,9.4687e-06,0,0,0,0,-2.46444e-06,-1.04435e-06,2.67659e-06,-1.98709e-10,0,0,-0.00435341,0.010451,0.0001913,-1.73296e+07,8.49392e+07,1.02805e+08,591.245,1.12275e+08,1
292,0.00475,1.16495,0,1.16496,1.16495,0,0,16,0,31903.2,571.099,-0.00235628,-8.53982e-07,0.00235628,0.00225019,0.000106094,4.55305e+06,7.84448e-07,0.0110953,0.0110953,6.32165,0.0103053,6.73686e+25,5.8856e+17,0,0,0,0,284,0,1,720232,9.4687e-06,0,0,0,0,5.37316e-06,1.93818e-05,2.01128e-05,-1.94063e-10,0,0,-0.00435341,0.010451,0.0001913,-1.73296e+07,8.49392e+07,1.02805e+08,591.287,1.12275e+08,1
293,0.00475,1.16894,0,1.16894,1.16894,0,0,16,0,31903.2,571.099,-0.00235628,-8.53982e-07,0.00235628,0.00225019,0.000106094,4.55305e+06,8.55288e-07,0.0111367,0.0111367,6.32165,0.0103053,6.73657e+25,5.88429e+17,0,0,0,0,284,0,1,720232,9.4687e-06,0,0,0,0,9.19979e-06,2.60063e-05,2.75856e-05,-2.32644e-10,0,0,-0.00435341,0.010451,0.0001913,-1.73296e+07,8.49392e+07,1.02805e+08,591.333,1.12275e+08,1
294,0.00475,1.17292,0,1.17293,1.17292,0,0,16,0,31903.2,571.099,-0.00235628,-8.53982e-07,0.00235628,0.00225019,0.000106094,4.55305e+06,6.95602e-07,0.0111782,0.0111782,6.32165,0.0103053,6.73628e+25,5.88298e+17,0,0,0,0,284,0,1,720232,9.4687e-06,0,0,0,0,9.06868e-06,1.80872e-05,2.02334e-05,-3.15582e-10,0,0,-0.00435341,0.010451,0.0001913,-1.73296e+07,8.49392e+07,1.02805e+08,591.367,1.12275e+08,1
295,0.00475,1.17691,0,1.17692,1.17691,0,0,16,0,31903.2,571.099,-0.00235628,-8.53982e-07,0.00235628,0.00225019,0.000106094,4.55305e+06,3.07496e-07,0.0112197,0.0112197,6.32165,0.0103053,6.73599e+25,5.88166e+17,0,0,0,0,284,0,1,720232,9.4687e-06,0,0,0,0,4.99016e-06,-2.80463e-06,5.7243e-06,-4.59031e-10,0,0,-0.00435341,0.010451,0.0001913,-1.73296e+07,8.49392e+07,1.02805e+08,591.409,1.12275e+08,1
296,0.00475,1.1809,0,1.18091,1.1809,0,0,16,0,31916.3,571.326,-0.00236922,4.9875e-06,0.00236923,0.00224283,0.000126396,4.54381e+06,4.56625e-07,0.0112612,0.0112612,6.31253,0.0103316,6.73572e+25,5.8803e+17,0,0,0,0,288,0,1,719807,9.46539e-06,0,0,0,0,3.39639e-06,-7.16562e-06,7.92979e-06,-1.36331e-09,0,0,-0.00436254,0.0104412,0.000211324,-1.73316e+07,8.47037e+07,1.02567e+08,591.451,1.12042e+08,1
297,0.00475,1.18489,0,1.1849,1.18489,0,0,16,0,31916.3,571.326,-0.00236922,4.9875e-06,0.00236923,0.00224283,0.000126396,4.54381e+06,7.87156e-07,0.0113026,0.0113026,6.31253,0.0103316,6.73542e+25,5.87901e+17,0,0,0,0,288,0,1,719807,9.46539e-06,0,0,0,0,3.98672e-06,-4.2903e-07,4.00974e-06,-2.09684e-09,0,0,-0.00436254,0.0104412,0.000211324,-1.73316e+07,8.47037e+07,1.02567e+08,591.496,1.12042e+08,1
298,0.00475,1.18888,0,1.18889,1.18888,0,0,16,0,31916.3,571.326,-0.00236922,4.9875e-06,0.00236923,0.00224283,0.000126396,4.54381e+06,9.25036e-07,0.011344,0.011344,6.31253,0.0103316,6.7351e+25,5.87784e+17,0,0,0,0,288,0,1,719807,9.46539e-06,0,0,0,0,4.15892e-06,4.58035e-06,6.18678e-06,-2.20351e-09,0,0,-0.00436254,0.0104412,0.000211324,-1.73316e+07,8.47037e+07,1.02567e+08,591.544,1.12042e+08,1
299,0.00475,1.19287,0,1.19288,1.19287,0,0,16,0,31916.3,571.326,-0.00236922,4.9875e-06,0.00236923,0.00224283,0.000126396,4.54381e+06,8.6884e-07,0.0113855,0.0113855,6.31253,0.0103316,6.73474e+25,5.87681e+17,0,0,0,0,288,0,1,719807,9.46539e-06,0,0,0,0,3.94257e-06,7.90495e-06,8.83358e-06,-1.67763e-09,0,0,-0.00436254,0.0104412,0.000211324,-1.73316e+07,8.47037e+07,1.02567e+08,591.582,1.12042e+08,1
300,0.00475,1.19686,0,1.19687,1.19686,0,0,16,0,31916.3,571.326,-0.00236922,4.9875e-06,0.00236923,0.00224283,0.000126396,4.54381e+06,6.20326e-07,0.0114269,0.0114269,6.31253,0.0103316,6.73435e+25,5.87591e+17,0,0,0,0,288,0,1,719807,9.46539e-06,0,0,0,0,3.30235e-06,9.94888e-06,1.04826e-05,-5.09264e-10,0,0,-0.00436254,0.0104412,0.000211324,-1.73316e+07,8.47037e+07,1.02567e+08,591.626,1.12042e+08,1
301,0.00475,1.20085,0,1.20086,1.20085,0,0,16,0,31906,571.552,-0.00237656,7.4728e-06,0.00237657,0.00223441,0.00014215,4.5346e+06,6.09453e-07,0.0114683,0.0114683,6.29941,0.0103526,6.73396e+25,5.875e+17,0,0,0,0,292,0,1,719845,9.52096e-06,0,0,0,0,-5.01341e-06,5.72111e-06,7.60693e-06,5.32099e-10,0,0,-0.00436582,0.0104292,0.000225975,-1.74201e+07,8.43222e+07,1.02181e+08,591.672,1.11749e+08,1
302,0.00475,1.20484,0,1.20485,1.20484,0,0,16,0,31906,571.552,-0.00237656,7.4728e-06,0.00237657,0.00223441,0.00014215,4.5346e+06,7.454e-07,0.0115097,0.0115097,6.29941,0.0103526,6.73358e+25,5.87404e+17,0,0,0,0,292,0,1,719845,9.52096e-06,0,0,0,0,-1.27673e-05,4.48127e-07,1.27752e-05,1.06736e-09,0,0,-0.00436582,0.0104292,0.000225975,-1.74201e+07,8.43222e+07,1.02181e+08,591.717,1.11749e+08,1
303,0.00475,1.20883,0,1.20884,1.20883,0,0,16,0,31906,571.552,-0.00237656,7.4728e-06,0.00237657,0.00223441,0.00014215,4.5346e+06,8.39583e-07,0.0115511,0.0115511,6.29941,0.0103526,6.7332e+25,5.87308e+17,0,0,0,0,292,0,1,719845,9.52096e-06,0,0,0,0,-1.54576e-05,-2.85665e-06,1.57194e-05,1.32997e-09,0,0,-0.00436582,0.0104292,0.000225975,-1.74201e+07,8.43222e+07,1.02181e+08,591.764,1.11749e+08,1
304,0.00475,1.21282,0,1.21283,1.21282,0,0,16,0,31906,571.552,-0.00237656,7.4728e-06,0.00237657,0.00223441,0.00014215,4.5346e+06,8.91692e-07,0.0115925,0.0115925,6.29941,0.0103526,6.73283e+25,5.87212e+17,0,0,0,0,292,0,1,719845,9.52096e-06,0,0,0,0,-1.3099e-05,-4.20891e-06,1.37585e-05,1.32621e-09,0,0,-0.00436582,0.0104292,0.000225975,-1.74201e+07,8.43222e+07,1.02181e+08,591.81,1.11749e+08,1
305,0.00475,1.21681,0,1.21682,1.21681,0,0,16,0,31906,571.552,-0.00237656,7.4728e-06,0.00237657,0.00223441,0.00014215,4.5346e+06,9.02102e-07,0.0116339,0.0116339,6.29941,0.0103526,6.73245e+25,5.87117e+17,0,0,0,0,292,0,1,719845,9.52096e-06,0,0,0,0,-5.69159e-06,-3.63785e-06,6.75486e-06,1.0506e-09,0,0,-0.00436582,0.0104292,0.000225975,-1.74201e+07,8.43222e+07,1.02181e+08,591.857,1.11749e+08,1
306,0.00475,1.2208,0,1.22081,1.2208,0,0,16,0,31895.6,571.777,-0.00240699,5.07839e-06,0.00240699,0.00227819,0.000128798,4.52539e+06,7.4816e-07,0.0116754,0.0116754,6.28817,0.0103919,6.73207e+25,5.87021e+17,0,0,0,0,296,0,1,719667,9.57696e-06,0,0,0,0,-5.65134e-06,1.77339e-06,5.92305e-06,-1.84397e-10,0,0,-0.00438983,0.0104712,0.000212522,-1.71369e+07,8.42868e+07,1.02088e+08,591.899,1.11398e+08,1
307,0.00475,1.22479,0,1.2248,1.22479,0,0,16,0,31895.6,571.777,-0.00240699,5.07839e-06,0.00240699,0.00227819,0.000128798,4.52539e+06,6.20433e-07,0.0117169,0.0117169,6.28817,0.0103919,6.73169e+25,5.86925e+17,0,0,0,0,296,0,1,719667,9.57696e-06,0,0,0,0,-8.62703e-06,6.75551e-06,1.09573e-05,-1.23463e-09,0,0,-0.00438983,0.0104712,0.000212522,-1.71369e+07,8.42868e+07,1.02088e+08,591.936,1.11398e+08,1
308,0.00475,1.22878,0,1.22879,1.22878,0,0,16,0,31895.6,571.777,-0.00240699,5.07839e-06,0.00240699,0.00227819,0.000128798,4.52539e+06,6.05764e-07,0.0117585,0.0117585,6.28817,0.0103919,6.73132e+25,5.86829e+17,0,0,0,0,296,0,1,719667,9.57696e-06,0,0,0,0,-8.81333e-06,9.09697e-06,1.26661e-05,-1.59973e-09,0,0,-0.00438983,0.0104712,0.000212522,-1.71369e+07,8.42868e+07,1.02088e+08,591.972,1.11398e+08,1
309,0.00475,1.23277,0,1.23278,1.23277,0,0,16,0,31895.6,571.777,-0.00240699,5.07839e-06,0.00240699,0.00227819,0.000128798,4.52539e+06,7.04964e-07,0.0118,0.0118,6.28817,0.0103919,6.73094e+25,5.86734e+17,0,0,0,0,296,0,1,719667,9.57696e-06,0,0,0,0,-6.1909e-06,8.84449e-06,1.07959e-05,-1.28771e-09,0,0,-0.00438983,0.0104712,0.000212522,-1.71369e+07,8.42868e+07,1.02088e+08,592.015,1.11398e+08,1
