id,temp,x,y,z
0,1021.0435176631,0,0.00478,0
0.089268292682927,1060.4177877294,0,0.094048292682927,0
0.17853658536585,1120.177694974,0,0.18331658536585,0
0.26780487804878,1206.7807113138,0,0.27258487804878,0
0.35707317073171,1293.4555787684,0,0.36185317073171,0
0.44634146341463,1306.0116936411,0,0.45112146341463,0
0.53560975609756,1310.5185185828,0,0.54038975609756,0
0.62487804878049,1315.1401063448,0,0.62965804878049,0
0.71414634146341,1319.2718004576,0,0.71892634146341,0
0.80341463414634,1317.072960071,0,0.80819463414634,0
0.89268292682927,1313.392109263,0,0.89746292682927,0
0.9819512195122,1309.2644246915,0,0.9867312195122,0
1.0712195121951,1305.1533895229,0,1.0759995121951,0
1.160487804878,1302.4382182145,0,1.165267804878,0
1.249756097561,1300.5859028554,0,1.254536097561,0
1.3390243902439,1298.5663997634,0,1.3438043902439,0
1.4282926829268,1296.7675822918,0,1.4330726829268,0
1.5175609756098,1295.6650397165,0,1.5223409756098,0
1.6068292682927,1295.6331864248,0,1.6116092682927,0
1.6960975609756,1295.54556736,0,1.7008775609756,0
1.7853658536585,1295.2862610427,0,1.7901458536585,0
1.8746341463415,1295.5895143984,0,1.8794141463415,0
1.9639024390244,1296.2813004612,0,1.9686824390244,0
2.0531707317073,1297.1121796181,0,2.0579507317073,0
2.1424390243902,1297.8439199669,0,2.1472190243902,0
2.2317073170732,1299.6008877172,0,2.2364873170732,0
2.3209756097561,1302.3094503458,0,2.3257556097561,0
2.410243902439,1305.0931449847,0,2.415023902439,0
2.499512195122,1307.8703034234,0,2.504292195122,0
2.5887804878049,1311.1514248032,0,2.5935604878049,0
2.6780487804878,1315.4001683612,0,2.6828287804878,0
2.7673170731707,1319.5220446737,0,2.7720970731707,0
2.8565853658537,1323.6275549522,0,2.8613653658537,0
2.9458536585366,1325.0745358134,0,2.9506336585366,0
3.0351219512195,1317.7111530963,0,3.0399019512195,0
3.1243902439024,1310.2293394829,0,3.1291702439024,0
3.2136585365854,1302.5712928316,0,3.2184385365854,0
3.3029268292683,1282.5251946212,0,3.3077068292683,0
3.3921951219512,1190.5666029685,0,3.3969751219512,0
3.4814634146341,1099.471228724,0,3.4862434146341,0
3.5707317073171,1049.7672940327,0,3.5755117073171,0
3.66,989.72027502088,0,3.66478,0
