time,average_burnup,average_centerline_fuel_temperature,average_fission_rate,average_interior_clad_temperature,clad_inner_vol,disp_y_3023,fission_gas_generated,fission_gas_released,fission_gas_released_percentage,flux_from_clad,flux_from_fuel,initial_moles,maximum_clad_elongation,maximum_fuel_elongation,pellet_volume,plenum_pressure,plenum_temperature,plenum_volume,rod_ave_lin_pow
50400,9.5854000414264e-06,1029.5168792592,8.8205480856859e+18,605.66820253669,0.00021818146921182,0.0044253387324169,2.1524564310772e-05,0,0,-54689.537168162,54119.845215336,0.02702175888503,0.0044253387324169,0.021541649412863,-0.00019758746677664,7332726.9967114,672.15118808705,2.0594002435179e-05,54556.213683091
52000,1.0203657064734e-05,1045.2640261705,9.1005515087055e+18,607.13730100643,0.00021818756465346,0.0044509853680913,2.2912878846911e-05,0,0,-56423.39204763,55827.344872298,0.02702175888503,0.0044509853680913,0.02188379685545,-0.00019767220943208,7390159.2015497,674.8286774785,2.0515355221386e-05,56288.070528024
54000,1.1003647806269e-05,1065.0003295253,9.4505540519403e+18,608.96928468923,0.0002181951507949,0.0044830181610165,2.4709278767548e-05,0,0,-58590.620629454,57960.72020032,0.02702175888503,0.0044830181610165,0.022308386203444,-0.00019777992747916,7462412.2559078,678.10050415403,2.0415223315741e-05,58452.880849655
55600,1.1665376059667e-05,1080.8342587171,9.7305571563458e+18,610.43126408457,0.00021820120426807,0.0045086192718223,2.6195204079747e-05,0,0,-60324.267272739,59666.634311644,0.02702175888503,0.0045086192718223,0.022645740132248,-0.00019786725990718,7520527.9072939,680.66066353511,2.0333944360898e-05,60184.73572392
57600,1.2519706092639e-05,1100.7385493722,1.0080559180846e+19,612.25413561106,0.00021820862971388,0.0045404262544515,2.8113617389375e-05,0,0,-62491.161023677,61797.979777319,0.02702175888503,0.0045404262544515,0.023066593115871,-0.00019797109510734,7591382.7536099,683.81588938002,2.0237534606533e-05,62349.542837111
59200,1.3224905801749e-05,1116.7163037575,1.0360556534631e+19,613.70868810185,0.00021821452969985,0.0045658092413299,2.9697152927091e-05,0,0,-64224.546210727,63502.236743149,0.02702175888503,0.0045658092413299,0.023401394442261,-0.00019805392873506,7647916.2270961,686.28939930594,2.016060096479e-05,64081.362143054
61200,1.4133574900536e-05,1136.7539640048,1.0710551250594e+19,615.52210708279,0.00021822183071303,0.0045974548222183,3.1737577754031e-05,0,0,-66391.127052609,65631.527671562,0.02702175888503,0.0045974548222183,0.023817561147529,-0.00019815717951591,7718406.3328584,689.31852049331,2.0064651197115e-05,66246.124052016
62800,1.4882245749486e-05,1152.8357144037,1.099054527006e+19,616.96897114371,0.00021822762785452,0.0046227053258794,3.3418721681114e-05,0,0,-68124.278590832,67334.141205401,0.02702175888503,0.0046227053258794,0.024148608472321,-0.00019823954343213,7774655.5285553,691.69243464143,1.9988084422398e-05,67977.922734771
64800,1.5845253773074e-05,1172.9991392958,1.1340535698031e+19,618.77259122229,0.00021823479447363,0.0046541798811218,3.5581156256653e-05,0,0,-70290.55865968,69461.367204647,0.02702175888503,0.0046541798811218,0.024560124637218,-0.00019834221188912,7844801.2823982,694.59845235031,1.9892582584512e-05,70142.65812195
66400,1.6637395761865e-05,1189.178038435,1.1620526183786e+19,620.21145468364,0.00021824048044669,0.0046792892968524,3.7359907376683e-05,0,0,-72023.461812782,71162.323741799,0.02702175888503,0.0046792892968524,0.024887440245563,-0.00019842410657972,7900780.4998072,696.87498977384,1.9816373866971e-05,71874.434948253
68400,1.7654742710254e-05,1209.4582250553,1.1970512074718e+19,622.00488099346,0.00021824750159573,0.0047105810902343,3.9644350161874e-05,0,0,-74189.436886993,73287.475076864,0.02702175888503,0.0047105810902343,0.025294241922312,-0.00019852617855532,7970594.0593618,699.66062369466,1.9721323040419e-05,74039.142273274
70000,1.8490355838886e-05,1225.7262047426,1.2250498827706e+19,623.43543227498,0.00021825306755492,0.0047355399906432,4.1520707208978e-05,0,0,-75922.11976671,74986.761987264,0.02702175888503,0.0047355399906432,0.025617848375428,-0.00019860760469384,8026316.1547499,701.84178799188,1.9645462861085e-05,75770.896011934
72000,1.9562041712075e-05,1246.1124797315,1.2600479932985e+19,625.21825991695,0.00021825993170198,0.0047666363452388,4.3927156578128e-05,0,0,-78087.828543562,77109.825256572,0.02702175888503,0.0047666363452388,0.026019946491498,-0.00019870907826769,8095812.1613413,704.50947413191,1.9550853434286e-05,77935.573737079
73600,2.0441125980547e-05,1262.4608855697,1.2880462754502e+19,626.64009855425,0.00021826536754026,0.0047914324267831,4.5901118217101e-05,0,0,-79820.199514429,78807.447187878,0.02702175888503,0.0047914324267831,0.026339660007203,-0.00019879000334518,8151276.5365369,706.59719589492,1.9475364195083e-05,79667.303159092
75600,2.1567150778538e-05,1282.9399998453,1.3230438825965e+19,628.41172566152,0.0002182720615685,0.0048223162180148,4.8429572457932e-05,0,0,-81985.385018307,80928.414904124,0.02702175888503,0.0048223162180148,0.026736980675417,-0.00019889086362511,8220456.8164037,709.14862318383,1.9381197943396e-05,81831.949749444
77200,2.2489706186851e-05,1299.3572462509,1.351041751768e+19,629.82445635902,0.00021827735746741,0.0048469372882261,5.050113728436e-05,0,0,-83717.41326867,82624.351836418,0.02702175888503,0.0048469372882261,0.027052930806013,-0.00019897130603531,8275676.239287,711.1441558942,1.9306051432096e-05,83563.653628108
79200,2.3670069909642e-05,1319.9338116582,1.3860388307641e+19,631.61049026802,0.00021828395030282,0.0048779275774714,5.3151594598165e-05,0,0,-85930.675503226,84743.217444036,0.02702175888503,0.0048779275774714,0.027445895491337,-0.00019907162254656,8344825.2832807,713.605074835,1.9212327756256e-05,85728.267551695
80800,2.4636096548044e-05,1336.3744157733,1.4140365287522e+19,632.98605130617,0.00021828897553539,0.0049018472468019,5.5320761341212e-05,0,0,-87663.484987686,86437.55432065,0.02702175888503,0.0049018472468019,0.027756790251356,-0.00019915136922061,8399475.5458149,715.48491396055,1.9137606314789e-05,87459.96084245
