id,temp,x,y,z
0,572.79017913749,0,0.00478,0
0.089268292682927,577.75352389925,0,0.094048292682927,0
0.17853658536585,583.02128689988,0,0.18331658536585,0
0.26780487804878,588.30816829848,0,0.27258487804878,0
0.35707317073171,593.61143156276,0,0.36185317073171,0
0.44634146341463,596.65988698431,0,0.45112146341463,0
0.53560975609756,599.4784559555,0,0.54038975609756,0
0.62487804878049,602.30417899913,0,0.62965804878049,0
0.71414634146341,605.13271994505,0,0.71892634146341,0
0.80341463414634,606.82337579521,0,0.80819463414634,0
0.89268292682927,608.24579636582,0,0.89746292682927,0
0.9819512195122,609.67097845182,0,0.9867312195122,0
1.0712195121951,611.09867003178,0,1.0759995121951,0
1.160487804878,612.03790404154,0,1.165267804878,0
1.249756097561,612.78407986071,0,1.254536097561,0
1.3390243902439,613.53156439302,0,1.3438043902439,0
1.4282926829268,614.28018962921,0,1.4330726829268,0
1.5175609756098,614.79189236803,0,1.5223409756098,0
1.6068292682927,615.15950076191,0,1.6116092682927,0
1.6960975609756,615.52754507752,0,1.7008775609756,0
1.7853658536585,615.89593606812,0,1.7901458536585,0
1.8746341463415,616.06420833838,0,1.8794141463415,0
1.9639024390244,616.05248528397,0,1.9686824390244,0
2.0531707317073,616.0405757101,0,2.0579507317073,0
2.1424390243902,616.02823946277,0,2.1472190243902,0
2.2317073170732,615.83547608658,0,2.2364873170732,0
2.3209756097561,615.40534147635,0,2.3257556097561,0
2.410243902439,614.97440736406,0,2.415023902439,0
2.499512195122,614.54249921466,0,2.504292195122,0
2.5887804878049,613.83754597191,0,2.5935604878049,0
2.6780487804878,612.5980243135,0,2.6828287804878,0
2.7673170731707,611.35684643371,0,2.7720970731707,0
2.8565853658537,610.11370657896,0,2.8613653658537,0
2.9458536585366,608.47277258461,0,2.9506336585366,0
3.0351219512195,605.61000290477,0,3.0399019512195,0
3.1243902439024,602.74316189268,0,3.1291702439024,0
3.2136585365854,599.87319603409,0,3.2184385365854,0
3.3029268292683,596.62467101495,0,3.3077068292683,0
3.3921951219512,591.22968555013,0,3.3969751219512,0
3.4814634146341,585.83146634452,0,3.4862434146341,0
3.5707317073171,580.42826856754,0,3.5755117073171,0
3.66,575.18961170407,0,3.66478,0
