0.1524,0.4572,0.762,1.0668,1.3716,1.6764,1.9812,2.286,2.5908,2.8956,3.2004,3.5052
0,0.34,0.79,1.19,1.42,1.47,1.48,1.43,1.31,1.11,0.84,0.54,0.2
1000,0.34,0.79,1.19,1.42,1.47,1.48,1.43,1.31,1.11,0.84,0.54,0.2
