0,0.0915,0.183,0.2745,0.366,0.4575,0.549,0.6405,0.732,0.8235,0.915,1.0065,1.098,1.1895,1.281,1.3725,1.464,1.5555,1.647,1.7385,1.83,1.9215,2.013,2.1045,2.196,2.2875,2.379,2.4705,2.562,2.6535,2.745,2.8365,2.928,3.0195,3.111,3.2025,3.294,3.3855,3.477,3.5685,3.66
-10,0.04,0.07,0.11,0.16,0.2,0.26,0.32,0.38,0.47,0.54,0.62,0.71,0.8,0.9,1.01,1.12,1.21,1.3,1.38,1.45,1.51,1.57,1.62,1.66,1.69,1.7,1.7,1.68,1.65,1.61,1.55,1.47,1.38,1.27,1.15,1.02,0.87,0.73,0.57,0.43,0.29
10,0.04,0.07,0.11,0.16,0.2,0.26,0.32,0.38,0.47,0.54,0.62,0.71,0.8,0.9,1.01,1.12,1.21,1.3,1.38,1.45,1.51,1.57,1.62,1.66,1.69,1.7,1.7,1.68,1.65,1.61,1.55,1.47,1.38,1.27,1.15,1.02,0.87,0.73,0.57,0.43,0.29
